Parameters: 46375258
Epoch	Loss(Tr)	Loss(val)	Loss(Ts)	Loss(Tr)std	Loss(val)std	Loss(Ts)std	Loss(0_1)	Loss(0_2)	Loss(0_3)	Loss(0_1)std	Loss(0_2)std	Loss(0_3)std	SNR(Tr_i_t)	SNR(val_i_t)	SNR(Ts_i_t)	SNR(Tr_i_t)std	SNR(val_i_t)std	SNR(Ts_i_t)std	SNR(Tr_i_o)	SNR(val_i_o)	SNR(Ts_i_o)	SNR(Tr_i_o)std	SNR(val_i_o)std	SNR(Ts_i_o)std	Learning_rate	Time
23	0.6718		0.7985		0.7898		0.0722		0.0847		0.1178		0.0661		0.0659		0.0654		0.0103		0.0097		0.0091		17.3681		17.6693		16.7880		1.2410		1.1958		1.2775		11.9001		11.4847		11.4129		0.2269		0.3667		0.4953		0.0100		308.0289
24	0.6632		0.7513		0.7868		0.0712		0.0715		0.1285		0.0659		0.0655		0.0652		0.0108		0.0106		0.0103		17.4460		17.5065		16.8169		1.3946		0.9447		1.0228		11.9620		11.8386		11.8605		0.2441		0.2468		0.2705		0.0100		307.9809
25	0.6609		0.7698		0.7939		0.0744		0.0935		0.1185		0.0659		0.0661		0.0665		0.0097		0.0097		0.0102		17.4470		17.5220		16.7536		1.3227		0.9497		0.9074		12.0066		11.8927		11.8775		0.2456		0.3044		0.2446		0.0100		308.2447
26	0.6441		1.7462		1.6037		0.0745		0.2491		0.1767		0.1300		0.1394		0.1316		0.0141		0.0147		0.0148		17.4116		17.3621		16.3109		1.2787		0.9806		1.2745		12.1282		9.1389		9.1555		0.2340		0.2539		0.2773		0.0100		308.6794
27	0.6916		0.7963		0.8263		0.1104		0.1019		0.0964		0.0684		0.0685		0.0697		0.0076		0.0078		0.0085		17.3780		17.2732		16.3729		1.2289		1.1475		0.9912		11.9672		11.7880		11.8047		0.3183		0.3353		0.3023		0.0100		309.9626
28	0.6476		0.7974		0.8086		0.0784		0.1046		0.1285		0.0675		0.0671		0.0675		0.0106		0.0106		0.0105		17.3425		17.0238		16.5286		1.2850		1.3186		1.1658		12.1716		11.8904		11.9764		0.2601		0.2555		0.3304		0.0100		309.1556
29	0.6442		0.7565		0.7711		0.0736		0.1156		0.1034		0.0650		0.0637		0.0641		0.0088		0.0084		0.0084		17.3205		17.1832		16.5159		1.1882		1.1664		1.2718		12.1904		11.7597		11.8721		0.2309		0.2863		0.3299		0.0100		307.2230
30	0.6241		0.7336		0.8007		0.0733		0.0923		0.1648		0.0675		0.0661		0.0665		0.0138		0.0134		0.0134		17.3432		17.5945		16.5728		1.3477		1.0472		1.4894		12.3258		12.2071		12.2747		0.2231		0.2742		0.2821		0.0100		307.6567
31	0.6235		0.7358		0.7492		0.0843		0.0926		0.1018		0.0629		0.0623		0.0621		0.0087		0.0083		0.0082		17.4687		17.4164		16.4533		1.3419		1.0054		1.0636		12.4028		12.6705		12.5110		0.2678		0.2507		0.4493		0.0100		306.6170
32	0.6245		0.7105		0.7536		0.0753		0.0859		0.0908		0.0632		0.0625		0.0627		0.0073		0.0074		0.0076		17.3679		17.6648		16.5283		1.2325		1.4272		0.8762		12.4624		12.5884		12.4379		0.2653		0.3176		0.2667		0.0100		306.5764
